Indication_ID,Indication_Name,Slug
500,Degenerative joint disease,degenerative-joint-disease-2391
501,Dehydration,dehydration-2392
502,Delay imminent pre-term birth,delay-imminent-pre-term-birth-4210
503,Delayed puberty,delayed-puberty-2393
504,Delirium,delirium-2394
505,Dementia,dementia-2395
506,Dementia in alzheimer's disease,dementia-in-alzheimers-disease-3789
507,Dental abscess,dental-abscess-2396
508,Dental bleeding,dental-bleeding-2397
509,Dental caries,dental-caries-2398
510,Dental cavity,dental-cavity-3832
511,Dental hypersensitivity,dental-hypersensitivity-4200
512,Dental infections,dental-infections-3730
513,Dental infiltration anesthesia,dental-infiltration-anesthesia-4101
514,Dental nerve block,dental-nerve-block-4100
515,Dental pain,dental-pain-2399
516,Dental plaque,dental-plaque-3833
517,Dental surgery,dental-surgery-2400
518,Denture sores,denture-sores-2401
519,Denture stomatitis,denture-stomatitis-2402
520,Dentures,dentures-3668
521,Depression,depression-2403
522,Dermatitis,dermatitis-2404
523,Dermatitis herpetiformis,dermatitis-herpetiformis-2405
524,Dermatitis Solaris,dermatitis-solaris-3681
525,Dermatofibro sarcoma protuberans,dermatofibro-sarcoma-protuberans-2406
526,Dermatomycoses,dermatomycoses-2407
527,Dermatomyositis,dermatomyositis-2408
528,Dermatophytosis,dermatophytosis-2409
529,Developed to treat the muscle rigidity,developed-to-treat-the-muscle-rigidity-4094
530,Development and proper functioning of their vital organs,development-and-proper-functioning-of-their-vital-organs-4067
531,Diabetes insipidus,diabetes-insipidus-2410
532,Diabetes mellitus,diabetes-mellitus-2411
533,Diabetic angiopathy,diabetic-angiopathy-2412
534,Diabetic coma,diabetic-coma-2413
535,Diabetic foot infections,diabetic-foot-infections-3767
536,Diabetic foot ulcer,diabetic-foot-ulcer-2414
537,Diabetic gastric stasis,diabetic-gastric-stasis-2415
538,Diabetic ketoacidosis,diabetic-ketoacidosis-2416
539,Diabetic macular edema,diabetic-macular-edema-2417
540,Diabetic nephropathy,diabetic-nephropathy-2418
541,Diabetic neuropathy,diabetic-neuropathy-2419
542,Diabetic ulcers,diabetic-ulcers-2420
543,Diagnostic ophthalmic procedures,diagnostic-ophthalmic-procedures-2421
544,Diagnostic procedures,diagnostic-procedures-2422
545,Dialysis,dialysis-2423
546,Diaper rash,diaper-rash-2424
547,Diarrhoea,diarrhoea-2425
548,Dietary supplement for infants,dietary-supplement-for-infants-2426
549,Dietary supplements,dietary-supplements-2427
550,Dietary supplements (Vitamin deficiencies),dietary-supplements-vitamin-deficiencies-2428
551,Different skin problems (e.g.; psoriasis),different-skin-problems-eg-psoriasis-3753
552,Diffuse scleroderma,diffuse-scleroderma-2429
553,Dilatation of pupil,dilatation-of-pupil-2430
554,Diluting or dissolving drugs,diluting-or-dissolving-drugs-2431
555,Diphtheria,diphtheria-2432
556,Direct acting antiviral agent (DAA) against the hepatitis C virus,direct-acting-antiviral-agent-daa-against-the-hepatitis-c-virus-4118
557,Discomfort of the eye,discomfort-of-the-eye-2433
558,Disinfection,disinfection-2434
559,Disinfection of the skin and hand,disinfection-of-the-skin-and-hand-2435
560,Disseminated candidiasis,disseminated-candidiasis-2437
561,Dissolution of cholesterol rich gallstones,dissolution-of-cholesterol-rich-gallstones-2438
562,Disturbed biorhythms,disturbed-biorhythms-2439
563,Diverticular diseases,diverticular-diseases-2440
564,Diverticulitis,diverticulitis-3636
565,Dizziness,dizziness-2441
566,Down Syndrome,down-syndrome-2442
567,Dracunculiasis,dracunculiasis-2443
568,Drug hypersensitivity reactions,drug-hypersensitivity-reactions-2444
569,Drug induced extrapyramidal syndrome,drug-induced-extrapyramidal-syndrome-2446
570,Drug induced Myopathy,drug-induced-myopathy-3760
571,Drug induced photosensitivity,drug-induced-photosensitivity-2447
572,Drug overdose,drug-overdose-2445
573,Dry cough,dry-cough-2449
574,Dry eye,dry-eye-2450
575,Dry Irritated eyes,dry-irritated-eyes-2448
576,Dry mouth,dry-mouth-2451
577,Dry skin,dry-skin-2452
578,Dry skin associated with contact dermatitis,dry-skin-associated-with-contact-dermatitis-3815
579,Dryness and pain associated with reduced or abnormal tear production,dryness-and-pain-associated-with-reduced-or-abnormal-tear-production-3709
580,Duodenal ulcer,duodenal-ulcer-2453
581,Duodenitis,duodenitis-2454
582,During infectious diseases and convalescence,during-infectious-diseases-and-convalescence-3694
583,Dyeing hair,dyeing-hair-2456
584,Dysentery,dysentery-2457
585,Dysfunctional uterine bleeding (DUB),dysfunctional-uterine-bleeding-dub-3806
586,Dyskeratosis,dyskeratosis-2458
587,Dyslipidemia,dyslipidemia-2459
588,Dysmenorrhoea,dysmenorrhoea-2460
589,Dyspareunia,dyspareunia-2461
590,Dyspepsia,dyspepsia-2462
591,Dysphoria,dysphoria-2463
592,Dysuria,dysuria-2464
593,Early menstrual regulation,early-menstrual-regulation-3936
594,Eating disorder,eating-disorder-3725
595,Echinococcosis,echinococcosis-2465
596,Eclampsia,eclampsia-2466
597,Eczema,eczema-2467
598,Eczematoid dermatitis,eczematoid-dermatitis-2468
599,Electrolyte replenisher,electrolyte-replenisher-2469
600,Electrolytes or calories or as an alkalinizing agent,electrolytes-or-calories-or-as-an-alkalinizing-agent-3696
601,Elevated intraocular pressure,elevated-intraocular-pressure-4132
602,Emergency contraception,emergency-contraception-2470
603,Emotional disturbance,emotional-disturbance-2471
604,Emphysema,emphysema-2472
605,Empyema,empyema-2473
606,Encephalitis virus vaccine,encephalitis-virus-vaccine-4196
607,Encephalomyelitis,encephalomyelitis-2474
608,Endocarditis,endocarditis-2476
609,Endocrine Disorders,endocrine-disorders-3926
610,End-of-dose motor fluctuations,end-of-dose-motor-fluctuations-3706
611,Endometrial carcinoma,endometrial-carcinoma-2477
612,Endometriosis,endometriosis-2478
613,Endometritis,endometritis-2479
614,Endometrium cancer,endometrium-cancer-2480
615,Endophthalmitis,endophthalmitis-2481
616,Endotracheal intubation,endotracheal-intubation-2482
617,End-stage renal failure,end-stage-renal-failure-2475
618,Energy malnutrition,energy-malnutrition-2483
619,Enoxaparin or dalteparin overdosage,enoxaparin-or-dalteparin-overdosage-2484
620,Ensures good eye sight,ensures-good-eye-sight-3960
621,Enteric fever,enteric-fever-2485
622,Enteritis,enteritis-2486
623,Enterobiasis,enterobiasis-2487
624,Enterocolitis,enterocolitis-2488
625,Enuresis,enuresis-2489
626,Envenomation caused by snake bites,envenomation-caused-by-snake-bites-4015
627,Epidermal growth factor receptor (EGFR),epidermal-growth-factor-receptor-egfr-4113
628,Epidural,epidural-2490
629,Epidural anaesthesia,epidural-anaesthesia-2491
630,Epidural analgesia,epidural-analgesia-2492
631,Epidural intrathecal anesthesia,epidural-intrathecal-anesthesia-3688
632,Epilepsy,epilepsy-2493
633,Episcleritis,episcleritis-2494
634,Erectile dysfunction,erectile-dysfunction-2495
635,Erosive oesophagitis,erosive-oesophagitis-2496
636,Erysipelas,erysipelas-2497
637,Erysipeloid,erysipeloid-2498
638,Erythema multiforme,erythema-multiforme-2499
639,Erythema nodosum leprosum (Type 2),erythema-nodosum-leprosum-type-2-2500
640,Erythrasma,erythrasma-4021
641,Essential hypertension,essential-hypertension-3651
642,Essential thrombocythemia,essential-thrombocythemia-2501
643,Essential tremor,essential-tremor-2502
644,Excessive sweating,excessive-sweating-2503
645,Excretory urography,excretory-urography-4156
646,Exfoliative dermatitis,exfoliative-dermatitis-3676
647,Extra-articular disorders,extra-articular-disorders-3953
648,Extraocular and intraocular irrigating solution during ocular surgical procedure,extraocular-and-intraocular-irrigating-solution-during-ocular-surgical-procedure-3699
649,Extrapyramidal symptoms,extrapyramidal-symptoms-2504
650,Exudative ARMD,exudative-armd-3685
651,Eye allergy,eye-allergy-2505
652,Eye health,eye-health-4082
653,Eye infections,eye-infections-2506
654,Eye irritation,eye-irritation-2507
655,Eye refraction,eye-refraction-2508
656,Facial paralysis,facial-paralysis-4080
657,Facilitate endotracheal intubation,facilitate-endotracheal-intubation-3968
658,Facilitate lactation,facilitate-lactation-2509
659,Facilitate mechanical ventilation in intensive care,facilitate-mechanical-ventilation-in-intensive-care-3970
660,Faecal impaction,faecal-impaction-3918
661,Falciparum malaria,falciparum-malaria-2510
662,Familial adenomatous polyposis,familial-adenomatous-polyposis-2512
663,Familial hypercholesterolemia,familial-hypercholesterolemia-2513
664,Familial hypophosphatemia,familial-hypophosphatemia-2514
665,Familial mediterranean fever,familial-mediterranean-fever-2511
666,Fat carbohydrate metabolism,fat-carbohydrate-metabolism-3962
667,Fatigue,fatigue-2515
668,Fatty liver,fatty-liver-2516
669,Febrile neutropenia,febrile-neutropenia-2517
670,Feebleness,feebleness-4203
671,Female hypogonadism,female-hypogonadism-3766
672,Female infertility,female-infertility-2518
673,fenestration,fenestration-4141
674,Fertility,fertility-2519
675,Fever,fever-2520
676,Fever blisters,fever-blisters-2521
677,Fibromyalgia,fibromyalgia-2522
678,Filariasis,filariasis-2523
679,Fitting of hard contact lenses,fitting-of-hard-contact-lenses-2524
680,Flaking scalps,flaking-scalps-2525
681,Flatulence,flatulence-2526
682,Flu,flu-2527
683,Fluid and electrolyte imbalance,fluid-and-electrolyte-imbalance-2528
684,Fluid and electrolytes replenisher in hypervolemia,fluid-and-electrolytes-replenisher-in-hypervolemia-3697
685,Fluid replacement,fluid-replacement-2529
686,Folic acid & zinc Deficiency,folic-acid-zinc-deficiency-2530
687,Folic acid deficiency,folic-acid-deficiency-2531
688,Follicular lymphoma,follicular-lymphoma-2532
689,Folliculitis,folliculitis-2533
690,Following pancreatic surgery,following-pancreatic-surgery-2534
691,Food supplement,food-supplement-2535
692,For degerming skin in hyperalimentation and catheter care,for-degerming-skin-in-hyperalimentation-and-catheter-care-3987
693,For growing children,for-growing-children-4066
694,Fracture and joint manipulation,fracture-and-joint-manipulation-2537
695,Freckles,freckles-2538
696,Functional diarrhea,functional-diarrhea-2539
697,Functional dyspepsia,functional-dyspepsia-2540
698,Functional rehabilitation after cerebrovascular accidents,functional-rehabilitation-after-cerebrovascular-accidents-2541
699,Funduscopy,funduscopy-2542
700,Fungal conjunctivitis,fungal-conjunctivitis-3948
701,Fungal corneal ulcers,fungal-corneal-ulcers-2544
702,Fungal eye infections,fungal-eye-infections-2545
703,Fungal infections,fungal-infections-2546
704,Fungal infections of the mouth Throat and gut,fungal-infections-of-the-mouth-throat-and-gut-2547
705,Fungal keratitis,fungal-keratitis-2548
706,Fungal otitis externa,fungal-otitis-externa-2549
707,Fungal skin infections,fungal-skin-infections-2550
708,Fungal UTIs,fungal-utis-2543
709,Fungating tumours,fungating-tumours-3932
710,Furuncles,furuncles-2552
711,Furunculosis,furunculosis-2553
712,Fusobacterium infections,fusobacterium-infections-2554
713,Galactorrhea,galactorrhea-3687
714,Gangrene,gangrene-2557
715,Gas gangrene,gas-gangrene-2559
716,Gastric and duodenal ulceration,gastric-and-duodenal-ulceration-2561
717,Gastric bypass surgery,gastric-bypass-surgery-2562
718,Gastric cancer,gastric-cancer-2563
719,Gastric Hyperacidity,gastric-hyperacidity-2560
720,Gastric problems,gastric-problems-2564
721,Gastric ulcer,gastric-ulcer-2565
722,Gastritis,gastritis-2566
723,Gastroenteritis,gastroenteritis-2569
724,Gastro-enteritis with dehydration,gastro-enteritis-with-dehydration-2567
725,Gastroesophageal reflux disease (GERD),gastroesophageal-reflux-disease-gerd-2568
726,Gastrointestinal (Gl) bleeding from stress,gastrointestinal-gl-bleeding-from-stress-3972
727,Gastrointestinal disorders,gastrointestinal-disorders-2570
728,Gastrointestinal haemorrhage,gastrointestinal-haemorrhage-2555
729,Gastrointestinal haemorrhage from stress ulceration,gastrointestinal-haemorrhage-from-stress-ulceration-2556
730,Gastrointestinal hyperacidity,gastrointestinal-hyperacidity-2571
731,Gastrointestinal stromal tumor,gastrointestinal-stromal-tumor-2572
732,Gastrointestinal Stromal Tumors,gastrointestinal-stromal-tumors-4136
733,Gastrointestinal tract infections,gastrointestinal-tract-infections-2573
734,Gastrointestinal tract spasm,gastrointestinal-tract-spasm-2574
735,Gastroparesis,gastroparesis-2575
736,General anaesthesia,general-anaesthesia-2576
737,General kidney & heart transplant,general-kidney-heart-transplant-4098
738,General weakness,general-weakness-2577
739,Generalized anxiety disorder,generalized-anxiety-disorder-2579
740,Generalized tonic-clonic seizures,generalized-tonic-clonic-seizures-2578
741,Genital herpes,genital-herpes-2580
742,Genital warts,genital-warts-2581
743,Genitourinary spasm,genitourinary-spasm-2582
744,Genitourinary tract infections,genitourinary-tract-infections-2583
745,Germ cell tumors,germ-cell-tumors-2584
746,Giardiasis,giardiasis-2585
747,Gingivitis,gingivitis-2586
748,Glabellar and lateral Canthal lines (cosmetic purpose),glabellar-and-lateral-canthal-lines-cosmetic-purpose-3751
749,Glaucoma,glaucoma-2587
750,Glaucoma surgery,glaucoma-surgery-2588
751,Glioblastoma multiforme,glioblastoma-multiforme-2589
752,Glossitis,glossitis-4073
753,Gluten enteropathy or sprue,gluten-enteropathy-or-sprue-2590
754,Gnathostomiasis,gnathostomiasis-2591
755,Gonococcal urethritis,gonococcal-urethritis-2592
756,Gonorrhoea,gonorrhoea-2593
757,Gout,gout-2594
758,Gouty arthritis,gouty-arthritis-2595
759,Gram-positive infection,gram-positive-infection-2596
760,Granuloma inguinale,granuloma-inguinale-2597
761,Gravesâ€™ disease,graves-disease-2598
762,Graying hair,graying-hair-3701
763,Grazes,grazes-3707
764,Group A Streptococcus infections,group-a-streptococcus-infections-2599
765,Growth and repair of body tissue; bone; skin; teeth & hair.,growth-and-repair-of-body-tissue-bone-skin-teeth-hair-3671
766,Growth hormone deficiency,growth-hormone-deficiency-2600
767,Guillain-Barre syndrome,guillain-barre-syndrome-3861
768,Gum disease,gum-disease-2601
769,Gum sore,gum-sore-2602
770,Gum swelling,gum-swelling-3712
771,Gynaecomastia,gynaecomastia-2603
772,Gynecological infections,gynecological-infections-2604
773,H. pylori infection,h-pylori-infection-2605
774,Habitual abortion,habitual-abortion-4127
775,Haematuria,haematuria-2609
776,Haemodialysis,haemodialysis-2610
777,Haemophilia A,haemophilia-a-3834
778,Haemophilus influenzae type b infection,haemophilus-influenzae-type-b-infection-2611
779,Haemoptysis,haemoptysis-2612
780,Haemorrhage,haemorrhage-2613
781,Haemorrhagic cystitis and haematuria,haemorrhagic-cystitis-and-haematuria-2614
782,Haemorrhoids (Piles),haemorrhoids-piles-2615
783,Hair loss,hair-loss-2616
784,Hairy cell leukaemia,hairy-cell-leukaemia-2617
785,Hand and foot eczema,hand-and-foot-eczema-4034
786,Hay fever,hay-fever-2618
787,Head & neck cancer,head-neck-cancer-2619
788,Head injury,head-injury-2620
789,Head lice,head-lice-2621
790,Head pediculosis,head-pediculosis-3974
791,Headache,headache-2622
792,Healthy urinary flow,healthy-urinary-flow-4195
793,Heart disease,heart-disease-2623
794,Heart failure,heart-failure-2624
795,Heartburn,heartburn-2625
796,Heartburn & gastritis,heartburn-gastritis-2626
797,Helicobacter pylori eradication,helicobacter-pylori-eradication-4125
798,Helminthiasis,helminthiasis-2627
799,Hematological and Oncological Disorders,hematological-and-oncological-disorders-3928
800,Hemicrania continua,hemicrania-continua-2628
801,Hemodialysis dependent-chronic kidney disease (HDD-CKD) patients receiving an erythropoietin,hemodialysis-dependent-chronic-kidney-disease-hdd-ckd-patients-receiving-an-erythropoietin-3810
802,Hemofiltration,hemofiltration-2629
803,Hemolytic disease of the newborn,hemolytic-disease-of-the-newborn-2630
804,Hemophilia,hemophilia-2631
805,Hemophilia A,hemophilia-a-2632
806,Hemorrhage,hemorrhage-3768
807,Heparin overdosage,heparin-overdosage-2634
808,Hepatic amoebiasis,hepatic-amoebiasis-2635
809,Hepatic cirrhosis with ascites and oedema,hepatic-cirrhosis-with-ascites-and-oedema-2636
810,Hepatic encephalopathy,hepatic-encephalopathy-2637
811,Hepatic insufficiency,hepatic-insufficiency-3878
812,Hepatic transplant rejection,hepatic-transplant-rejection-2638
813,Hepatitis A virus,hepatitis-a-virus-2639
814,Hepatitis B virus,hepatitis-b-virus-2640
815,Hepatitis C virus related thrombocytopenia,hepatitis-c-virus-related-thrombocytopenia-3814
816,Hepatits A,hepatits-a-3864
817,Hepatocellular Carcinoma,hepatocellular-carcinoma-4137
818,Hepatoprotective and antioxidant activity,hepatoprotective-and-antioxidant-activity-4014
819,Hereditary angioedema,hereditary-angioedema-2641
820,Hereditary hemorrhagic telangiectasia,hereditary-hemorrhagic-telangiectasia-2642
821,Herpes labialis,herpes-labialis-2643
822,Herpes simplex,herpes-simplex-2644
823,Herpes simplex keratitis,herpes-simplex-keratitis-2645
824,Herpes virus infections,herpes-virus-infections-2646
825,Herpes zoster (shingles),herpes-zoster-shingles-2647
826,Herpes zoster keratitis,herpes-zoster-keratitis-3910
827,Herpes zoster ophthalmicus,herpes-zoster-ophthalmicus-2648
828,Hiccups,hiccups-2649
829,Hidradenitis,hidradenitis-4018
830,High Cholesterol,high-cholesterol-3758
831,High triglyceride,high-triglyceride-2650
832,Hirsutism,hirsutism-2651
833,Histiocytic lymphoma,histiocytic-lymphoma-4060
834,Histoplasmosis,histoplasmosis-2652
835,HIV infection,hiv-infection-2606
836,HIV-associated diarrhoea,hiv-associated-diarrhoea-2607
837,HIV-associated wasting or cachexia,hiv-associated-wasting-or-cachexia-2608
838,Hives,hives-2653
839,HMG CoA reductase inhibitors,hmg-coa-reductase-inhibitors-3759
840,Hodgkinâ€™s disease,hodgkins-disease-2654
841,Hodgkinâ€™s lymphoma,hodgkins-lymphoma-2655
842,Homozygous familial hypercholesterolemia,homozygous-familial-hypercholesterolemia-2656
843,Hookworm infections,hookworm-infections-2657
844,Hormone replacement therapy,hormone-replacement-therapy-2658
845,Hot flushes,hot-flushes-2659
846,Household Exposure to Persons with Acute HBV Infection,household-exposure-to-persons-with-acute-hbv-infection-4165
847,Human Papillomavirus infection,human-papillomavirus-infection-2660
848,Hydration,hydration-2661
849,Hyperacidity,hyperacidity-2662
850,Hyperactivity,hyperactivity-2663
851,Hyperactivity disorders,hyperactivity-disorders-2664
852,Hyperaldosteronism,hyperaldosteronism-2665
853,Hypercalcaemia,hypercalcaemia-2666
854,Hypercalcaemia of malignancy,hypercalcaemia-of-malignancy-2667
855,Hyperchlorhydria,hyperchlorhydria-2668
856,Hypercholesterolaemia,hypercholesterolaemia-2669
857,Hyperekplexia,hyperekplexia-2670
858,Hypereosinophilic syndrome,hypereosinophilic-syndrome-2671
859,Hyperhidrosis,hyperhidrosis-2672
860,Hyperhomocysteinemia,hyperhomocysteinemia-2673
861,Hyperkalaemia,hyperkalaemia-2674
862,Hyperkalemia,hyperkalemia-4169
863,Hyperkeratosis,hyperkeratosis-2675
864,Hyperkeratotic,hyperkeratotic-2676
865,Hyperkeratotic and scaling skin conditions,hyperkeratotic-and-scaling-skin-conditions-2677
866,Hyperlipidaemia,hyperlipidaemia-2678
867,Hyperlipidemia,hyperlipidemia-4191
868,Hyperparathyroidism,hyperparathyroidism-2679
869,Hyperphosphataemia,hyperphosphataemia-2680
870,Hyperphosphataemia in patients with chronic renal failure,hyperphosphataemia-in-patients-with-chronic-renal-failure-4013
871,Hyperpigmentation,hyperpigmentation-2681
872,Hyperprolactinemia,hyperprolactinemia-2682
873,hyperpyrexia,hyperpyrexia-3778
874,Hypersecretory conditions,hypersecretory-conditions-2683
875,Hypersensitivity reactions,hypersensitivity-reactions-2684
876,Hypertension,hypertension-2685
877,Hypertensive crisis,hypertensive-crisis-2686
878,Hyperthyroidism,hyperthyroidism-2687
879,Hypertriglyceridaemia,hypertriglyceridaemia-2688
880,Hypertrophic cardiomyopathy,hypertrophic-cardiomyopathy-2689
881,Hyperuricaemia,hyperuricaemia-2690
882,Hypnotic,hypnotic-2691
883,Hypoalbuminemia,hypoalbuminemia-2692
884,Hypocalcaemia,hypocalcaemia-2693
885,Hypocalcemic tetany,hypocalcemic-tetany-2694
886,Hypodermoclysis,hypodermoclysis-2695
887,Hypoglycemia,hypoglycemia-2696
888,Hypogonadism,hypogonadism-2697
889,Hypogonadotrophic hypogonadism,hypogonadotrophic-hypogonadism-2698
890,Hypokalaemia,hypokalaemia-2699
891,Hypomagnesemia,hypomagnesemia-2700
892,Hyponatraemia,hyponatraemia-2701
893,Hypoparathyroidism,hypoparathyroidism-2702
894,Hypophosphataemia,hypophosphataemia-2703
895,Hypoproteinaemia,hypoproteinaemia-2704
896,Hypoprothrombinemia,hypoprothrombinemia-2705
897,Hypotension,hypotension-2706
898,Hypotensive anaesthesia,hypotensive-anaesthesia-2707
899,Hypothyroidism,hypothyroidism-2708
900,Hypovolaemia and shock,hypovolaemia-and-shock-2709
901,Hypovolaemic shock,hypovolaemic-shock-2710
902,Hypovolemia,hypovolemia-2711
903,Ichthyosis,ichthyosis-2713
904,Ichthyosis and dry skin conditions,ichthyosis-and-dry-skin-conditions-2714
905,Ideal for those with photodermatoses & reduced skin pigmentation,ideal-for-those-with-photodermatoses-reduced-skin-pigmentation-3934
906,Idiopathic intracranial hypertension,idiopathic-intracranial-hypertension-2715
907,Idiopathic parkinsonism,idiopathic-parkinsonism-2716
908,Idiopathic Pulmonary Fibrosis,idiopathic-pulmonary-fibrosis-4149
909,Idiopathic thrombocytopenic purpura,idiopathic-thrombocytopenic-purpura-2717
910,Imaging of the Gl tract,imaging-of-the-gl-tract-2718
911,Immune system depression,immune-system-depression-3763
912,Immunodeficiency,immunodeficiency-2719
913,Impaired speech,impaired-speech-4208
914,Impetigo,impetigo-2720
915,Impetigo and infected dermatitis,impetigo-and-infected-dermatitis-2721
916,Improve appetite and growth of children,improve-appetite-and-growth-of-children-3957
917,Improve skin tone and texture,improve-skin-tone-and-texture-2722
918,Improves Cardiovascular health (Atherosclerosis; reduce cholesterol),improves-cardiovascular-health-atherosclerosis-reduce-cholesterol-3792
919,Improves recovery from central nervous system injuries,improves-recovery-from-central-nervous-system-injuries-3785
920,Improving recovery after stroke,improving-recovery-after-stroke-2723
921,Improving the nutritional status of women prior to conception,improving-the-nutritional-status-of-women-prior-to-conception-3941
922,Improving the nutritional status of women throughout the pregnancy,improving-the-nutritional-status-of-women-throughout-the-pregnancy-3940
923,In vitro fertilization,in-vitro-fertilization-2725
924,In vitro fertilization procedures,in-vitro-fertilization-procedures-4093
925,Incisions and other topical lesions,incisions-and-other-topical-lesions-3986
926,Including patients managed medically,including-patients-managed-medically-4049
927,Increase bone mass in men with osteoporosis,increase-bone-mass-in-men-with-osteoporosis-4007
928,Increase platelet count in patients with idiopathic thrombocytopenic purpura,increase-platelet-count-in-patients-with-idiopathic-thrombocytopenic-purpura-3859
929,Increase yield of autologous blood,increase-yield-of-autologous-blood-3821
930,Increased demand for Calcium and Vitamin C,increased-demand-for-calcium-and-vitamin-c-2727
931,Increases immunity,increases-immunity-4069
932,Increases the carnitine which is responsible of energy production,increases-the-carnitine-which-is-responsible-of-energy-production-3964
933,Indigestion,indigestion-2728
934,Induction and augmentation of labor,induction-and-augmentation-of-labor-2729
935,Induction of anesthesia,induction-of-anesthesia-2730
936,Infantile colic,infantile-colic-2731
937,Infantile eczema,infantile-eczema-2732
938,Infantile spasms,infantile-spasms-2733
939,Infected acne,infected-acne-2734
940,Infected burns,infected-burns-2735
941,Infected decubitus or stasis ulcers,infected-decubitus-or-stasis-ulcers-3981
942,Infected eczema,infected-eczema-2736
943,Infected surgical incisions,infected-surgical-incisions-3980
944,Infected traumatic lesions,infected-traumatic-lesions-3984
945,Infected wounds & ulcers,infected-wounds-ulcers-2737
946,Infections,infections-2738
947,Infections caused by Staphylococcus,infections-caused-by-staphylococcus-2739
948,Infections of the lower respiratory tract,infections-of-the-lower-respiratory-tract-2740
949,Infectious disease,infectious-disease-2742
950,Infective endocarditis,infective-endocarditis-2743
951,Infective otitis externa,infective-otitis-externa-3780
952,Infertility,infertility-2744
953,Infertility due to cervical hostility,infertility-due-to-cervical-hostility-3829
954,Infiltration anesthesia,infiltration-anesthesia-2745
955,Inflammation,inflammation-2746
956,Inflammation of the cornea,inflammation-of-the-cornea-2747
957,Inflammation of the external ear,inflammation-of-the-external-ear-2748
958,Inflammatory bowel disease,inflammatory-bowel-disease-2749
959,Inflammatory conditions of the palpebral and bulbar conjunctiva,inflammatory-conditions-of-the-palpebral-and-bulbar-conjunctiva-2750
960,Inflammatory diseases of Rhinopharyngeal tract,inflammatory-diseases-of-rhinopharyngeal-tract-3638
961,Inflammatory eye disorders,inflammatory-eye-disorders-2751
962,Inflammatory joint disease,inflammatory-joint-disease-2752
963,Inflammatory skin disorders,inflammatory-skin-disorders-2753
964,Influenza,influenza-2754
965,Influenza A and B,influenza-a-and-b-2755
966,Influenza virus vaccine,influenza-virus-vaccine-2756
967,Ingrown toenails,ingrown-toenails-3977
968,Injuries (traumatic shock),injuries-traumatic-shock-2757
969,Injury of the pyramidal tract,injury-of-the-pyramidal-tract-2758
970,Inoperable metastatic breast cancer,inoperable-metastatic-breast-cancer-2759
971,Insect bite and skin disease by secondary bacterial infection.,insect-bite-and-skin-disease-by-secondary-bacterial-infection-3684
972,Insect bites,insect-bites-2760
973,Insect repellent,insect-repellent-4199
974,Insect stings,insect-stings-2761
975,Insomnia and sleep disturbances,insomnia-and-sleep-disturbances-2762
976,Insomnia associated with anxiety,insomnia-associated-with-anxiety-3905
977,Intermittent angioneurotic dysbasia,intermittent-angioneurotic-dysbasia-2763
978,Intermittent claudication,intermittent-claudication-2764
979,Interstitial cystitis,interstitial-cystitis-3722
980,Intertrigo,intertrigo-3675
981,Intestinal amoebiasis,intestinal-amoebiasis-2765
982,Intestinal candidiasis,intestinal-candidiasis-2767
983,Intestinal hypermotility,intestinal-hypermotility-2768
984,Intestinal or oropharyngeal candidiasis,intestinal-or-oropharyngeal-candidiasis-2769
985,Intimate hygiene wash,intimate-hygiene-wash-4213
986,Intra-abdominal infections,intra-abdominal-infections-2770
987,Intrapartum prophylaxis against group B streptococcal infections,intrapartum-prophylaxis-against-group-b-streptococcal-infections-2772
988,Intrauterine growth retardation,intrauterine-growth-retardation-2773
989,Intravenous use in MRI to visualize lesions with abnormal vascularity in the brain; spine and associated tissues,intravenous-use-in-mri-to-visualize-lesions-with-abnormal-vascularity-in-the-brain-spine-and-associated-tissues-3850
990,Invasive aspergillosis,invasive-aspergillosis-2775
991,Iodine deficiency,iodine-deficiency-2776
992,Iodine deficiency disorders,iodine-deficiency-disorders-2777
993,Iridocyclitis,iridocyclitis-2778
994,Iritis,iritis-2779
995,Iritis and iridocyclitis,iritis-and-iridocyclitis-2780
996,Iron and folic acid deficiency in pregnancy,iron-and-folic-acid-deficiency-in-pregnancy-2782
997,Iron deficiency,iron-deficiency-2783
998,Iron deficiency anemia,iron-deficiency-anemia-2784
999,Iron deficiency during pregnancy and lactation,iron-deficiency-during-pregnancy-and-lactation-2785
1000,Iron overload,iron-overload-2786
1001,Iron poisoning,iron-poisoning-2787
1002,Iron supplement,iron-supplement-2788
1003,Iron; Folic Acid and zinc deficiency during pregnancy and lactation,iron-folic-acid-and-zinc-deficiency-during-pregnancy-and-lactation-2781
1004,Iron; Folic acid; Zinc; Vitamin B & Vitamin C deficiency during pregnancy and lactation,iron-folic-acid-zinc-vitamin-b-vitamin-c-deficiency-during-pregnancy-and-lactation-3708
1005,Iron; Vitamin B and Zinc deficiencies,iron-vitamin-b-and-zinc-deficiencies-3582
1006,Irrigation of the tear ducts,irrigation-of-the-tear-ducts-2789
1007,Irrigation solution,irrigation-solution-2790
1008,Irritability,irritability-3732
1009,Irritability in autism,irritability-in-autism-2791
1010,Irritable bowel syndrome (IBS),irritable-bowel-syndrome-ibs-2792
1011,Irritable bowel syndrome and constipation,irritable-bowel-syndrome-and-constipation-2793
1012,Irritable or spastic colon,irritable-or-spastic-colon-2794
1013,Irritation and discomfort of the eye,irritation-and-discomfort-of-the-eye-2795
